babá
konyhafá
puhafá
ujjafá
kopjafá
kafá
uborkafá
sóskafá
piszkafá
klafá
mandulafá
datolyafá
almafá
vadalmafá
birsalmafá
pálmafá
lármafá
kínafá
orgonafá
párnafá
bányafá
kányafá
parafá
satrafá
kisafá
balsafá
tiszafá
bokrétafá
trombitafá
nótafá
kaptafá
szilvafá
rózsafá
áfá
hasábfá
lombfá
akácfá
bocfá
gubacsfá
gyümölcsfá
narancsfá
családfá
rúdfá
fügefá
sörgyefá
jegenyefá
gesztenyefá
vadgesztenyefá
szelídgesztenyefá
dinnyefá
cseresznyefá
törpefá
cserefá
mesefá
sefűsefá
csemetefá
főtefá
körtefá
vadkörtefá
birskörtefá
tréfá
bohóctréfá
villámtréfá
hólyagfá
ágfá
süvegfá
nemzetségfá
dorongfá
elegyfá
meggyfá
tölgyfá
kalifá
hieroglifá
gumifá
tarifá
vámtarifá
tűzifá
olajfá
májfá
fejfá
alakfá
ablakfá
vakfá
barackfá
kékfá
tíkfá
bükkfá
rönkfá
ászokfá
szemöldökfá
kaucsukfá
alfá
csalfá
szálfá
bélfá
félfá
ajtófélfá
kapufélfá
szilfá
vállfá
ölfá
szegélyfá
gallyfá
balzsamfá
gyámfá
hámfá
sámfá
szerszámfá
támfá
nimfá
liliomfá
tilalomfá
citromfá
somfá
banánfá
tulipánfá
gyertyánfá
ébenfá
szégyenfá
szelemenfá
istenfá
ostorménfá
rénfá
kininfá
színfá
haszonfá
aranyfá
sárkányfá
bálványfá
keményfá
lepényfá
karácsonyfá
kofá
pofá
fapofá
létrapofá
pléhpofá
fékpofá
jópofá
farpofá
satupofá
mangófá
diófá
kandallófá
ollófá
akolófá
stoppolófá
csapófá
sodrófá
mogyorófá
aprófá
strófá
katasztrófá
világkatasztrófá
repülőkatasztrófá
árvízkatasztrófá
borsófá
szófá
látófá
bitófá
hajítófá
simítófá
ajtófá
nyújtófá
akasztófá
mintázófá
főfá
tüzelőfá
tömőfá
fenyőfá
ültetőfá
ütőfá
talpfá
juharfá
karfá
szivarfá
hárfá
eolhárfá
nyárfá
császárfá
ajtószárfá
határfá
cserfá
szederfá
paliszanderfá
égerfá
eperfá
narancseperfá
szerfá
babérfá
kenyérfá
majomkenyérfá
csántérfá
nyírfá
kámforfá
korfá
sorfá
sátorfá
ostorfá
bútorfá
jávorfá
turfá
ágasfá
sasfá
vasfá
júdásfá
hagyásfá
állásfá
násfá
rovásfá
származásfá
kőrisfá
vánkosfá
hársfá
májusfá
cédrusfá
ciprusfá
támaszfá
díszfá
ecetfá
életfá
épületfá
ezüstfá
keresztfá
gyufá
kapufá
szarufá
tufá
mésztufá
zsufá
koszorúfá
műfá
szárazfá
lemezfá
fűzfá
törzsfá
agá
malagá
magá
magamagá
egymagá
önmagá
önnönmagá
jómagá
izgágá
drágá
méregdrágá
nagyságá
őnagyságá
őméltóságá
bodegá
ómegá
kollégá
stratégá
igá
csigabigá
rabigá
csigá
facsigá
nyakcsigá
búgócsigá
mozgócsigá
hallócsigá
állócsigá
szállítócsigá
avarcsigá
tányércsigá
bíborcsigá
gigá
ligá
mamaligá
taligá
eketaligá
kábeltaligá
ágyútaligá
osztrigá
gurigá
cérnagurigá
tajgá
algá
balgá
belgá
hallgá
úrdolgá
szolgá
iskolaszolgá
rabszolgá
bérrabszolgá
tisztiszolgá
templomszolgá
törvényszolgá
közszolgá
bangá
cangá
hangá
tangá
esztrengá
ingá
fonalingá
pilingá
bringá
dongá
hordódongá
dogá
eklogá
rozogá
zsinagógá
jógá
tógá
vargá
cserzővargá
márgá
spárgá
télispárgá
papírspárgá
cukorspárgá
sárgá
szalmasárgá
narancssárgá
kanárisárgá
élénksárgá
citromsárgá
kénsárgá
aranysárgá
halványsárgá
világossárgá
viaszsárgá
esztergá
csúcsesztergá
síkesztergá
másolóesztergá
revolveresztergá
csorgá
nyurgá
bugá
fugá
centrifugá
gugá
zsugá
fúgá
mézgá
famézgá
vizsgá
tornavizsgá
rostavizsgá
segédvizsgá
szakvizsgá
osztályvizsgá
államvizsgá
magánvizsgá
versenyvizsgá
záróvizsgá
javítóvizsgá
utóvizsgá
autóvizsgá
osztályozóvizsgá
szűrővizsgá
képesítővizsgá
alapvizsgá
mestervizsgá
fegyvervizsgá
motorvizsgá
pótvizsgá
tesztvizsgá
nyelvvizsgá
gyagyá
alagyá
ragyá
levélragyá
szőlőragyá
trágyá
zöldtrágyá
tőzegtrágyá
lótrágyá
istállótrágyá
műtrágyá
hangyá
fáraóhangyá
vöröshangyá
kalangyá
spongyá
aszongyá
pipogyá
hebehurgyá
há
ahá
hahá
hahahá
nyihahá
bruhahá
hajahá
valahá
haláhá
kaláhá
oligarchá
patriarchá
exarchá
guttaperchá
léhá
néhá
alighá
hogyhá
minthogyhá
cihá
párnacihá
pihá
lajhá
szajhá
vajhá
ejhá
málhá
pálhá
bolhá
káposztabolhá
kutyabolhá
földibolhá
vízibolhá
emberbolhá
kályhá
naftakályhá
dobkályhá
csempekályhá
jancsikályhá
olajkályhá
petróleumkályhá
villanykályhá
fürdőkályhá
töltőkályhá
cserépkályhá
vaskályhá
kokszkályhá
gázkályhá
aragázkályhá
lemezkályhá
hanemhá
lomhá
mindenhá
lanyhá
konyhá
teakonyhá
hidegkonyhá
vegykonyhá
lacikonyhá
tejkonyhá
reformkonyhá
ingyenkonyhá
boszorkánykonyhá
látványkonyhá
mozgókonyhá
lakókonyhá
mosókonyhá
népkonyhá
dunyhá
lábdunyhá
mohá
tőzegmohá
májmohá
lombosmohá
nohá
sohá
mostohá
hóhá
marhá
lapálymarhá
vágómarhá
aprómarhá
szarvasmarhá
bárhá
akárhá
irhá
mirhá
turhá
háthá
náthá
szénanáthá
spanyolnáthá
minthá
pacuhá
csuhá
szőrcsuhá
barátcsuhá
puhá
bársonypuhá
ruhá
babaruhá
konyharuhá
munkaruhá
gálaruhá
iskolaruhá
kismamaruhá
formaruhá
katonaruhá
tornaruhá
vattaruhá
rabruhá
fegyencruhá
strandruhá
miseruhá
ingruhá
tréningruhá
férfiruhá
háziruhá
síruhá
zsákruhá
gyermekruhá
álruhá
lepelruhá
koktélruhá
vállruhá
modellruhá
selyemruhá
egyenruhá
díszegyenruhá
vászonruhá
kartonruhá
kötényruhá
mackóruhá
hálóruhá
gyakorlóruhá
alsóruhá
játszóruhá
védőruhá
szabadidőruhá
fürdőruhá
szerelőruhá
viselőruhá
ünneplőruhá
törlőruhá
úttörőruhá
felsőruhá
festőruhá
búvárruhá
űrruhá
munkásruhá
bakfisruhá
motorosruhá
vadászruhá
gyászruhá
nászruhá
bányászruhá
készruhá
cserkészruhá
tengerészruhá
díszruhá
szövetruhá
sajtruhá
sportruhá
parasztruhá
gyapjúruhá
matrózruhá
hűhá
tyűhá
amfíbiá
akríbiá
fóbiá
hidrofóbiá
klausztrofóbiá
szupremáciá
diplomáciá
atomdiplomáciá
gráciá
bankokráciá
demokráciá
tömegdemokráciá
áldemokráciá
szociáldemokráciá
kereszténydemokráciá
pszeudodemokráciá
pártdemokráciá
technokráciá
bürokráciá
gerontokráciá
arisztokráciá
munkásarisztokráciá
pénzarisztokráciá
autokráciá
plutokráciá
pisztáciá
próféciá
malíciá
milíciá
novíciá
redundanciá
konkordanciá
extravaganciá
eleganciá
ambulanciá
drogambulanciá
miskulanciá
konszonanciá
asszonanciá
disszonanciá
rezonanciá
klapanciá
garanciá
bankgaranciá
kormánygaranciá
protuberanciá
toleranciá
intoleranciá
franciá
restanciá
distanciá
instanciá
szubsztanciá
licenciá
lumineszcenciá
reminiszcenciá
kadenciá
dekadenciá
kádenciá
evidenciá
rezidenciá
tendenciá
korrespondenciá
intelligenciá
játékintelligenciá
audienciá
excellenciá
indolenciá
virulenciá
vehemenciá
permanenciá
eminenciá
referenciá
differenciá
konferenciá
békekonferenciá
sajtókonferenciá
intőkonferenciá
pártkonferenciá
interferenciá
ingerenciá
koherenciá
reverenciá
konkurenciá
abszenciá
eszenciá
esszenciá
kvintesszenciá
kompetenciá
penitenciá
szentenciá
potenciá
impotenciá
asszisztenciá
rezisztenciá
egzisztenciá
konzisztenciá
frekvenciá
hangfrekvenciá
nagyfrekvenciá
rádiófrekvenciá
vivőfrekvenciá
kisfrekvenciá
szekvenciá
konzekvenciá
elokvenciá
paraszolvenciá
prezenciá
provinciá
unciá
inerciá
gledícsiá
diá
csizmadiá
ármádiá
tragédiá
sorstragédiá
médiá
multimédiá
komédiá
kutyakomédiá
tragikomédiá
logopédiá
enciklopédiá
gyermekenciklopédiá
ortopédiá
vídiá
preparandiá
melódiá
palinódiá
paródiá
rapszódiá
prozódiá
fiá
ládafiá
iafiá
atyjafiá
rafiá
kalligráfiá
kemigráfiá
epigráfiá
ideográfiá
geográfiá
paleográfiá
koreográfiá
biográfiá
szociográfiá
elektrokardiográfiá
bibliográfiá
lexikográfiá
cinkográfiá
enkefalográfiá
metallográfiá
krisztallográfiá
demográfiá
filmográfiá
oceanográfiá
ikonográfiá
monográfiá
pornográfiá
etnográfiá
tipográfiá
topográfiá
xerográfiá
reprográfiá
petrográfiá
spektrográfiá
kinematográfiá
litográfiá
piktográfiá
fotográfiá
kriptográfiá
kartográfiá
ortográfiá
autográfiá
diszgráfiá
maffiá
olajmaffiá
hazánkfiá
angyalfiá
asztalfiá
uramfiá
hazámfiá
atrófiá
hipertrófiá
szófiá
teozófiá
filozófiá
életfilozófiá
vásárfiá
emberfiá
édesfiá
búcsúfiá
mágiá
elégiá
stratégiá
neuralgiá
nosztalgiá
fringiá
pedagógiá
zenepedagógiá
gyógypedagógiá
reformpedagógiá
demagógiá
genealógiá
analógiá
mineralógiá
tetralógiá
trilógiá
pedológiá
indológiá
metodológiá
ideológiá
geológiá
hidrogeológiá
archeológiá
teleológiá
neológiá
balneológiá
gnoszeológiá
teológiá
frazeológiá
grafológiá
morfológiá
geomorfológiá
pszichológiá
parapszichológiá
szociálpszichológiá
kriminálpszichológiá
sportpszichológiá
biológiá
fajbiológiá
talajbiológiá
halbiológiá
hidrobiológiá
agrobiológiá
mikrobiológiá
sugárbiológiá
szociológiá
radiológiá
kardiológiá
embriológiá
bakteriológiá
fiziológiá
farmakológiá
ginekológiá
mikológiá
lexikológiá
onkológiá
ökológiá
turkológiá
ampelológiá
filológiá
etimológiá
népetimológiá
pomológiá
entomológiá
kozmológiá
oceanológiá
röntgenológiá
fenomenológiá
frenológiá
technológiá
csúcstechnológiá
biotechnológiá
kriminológiá
terminológiá
endokrinológiá
sinológiá
bizantinológiá
fonológiá
kronológiá
etnológiá
zoológiá
apológiá
tipológiá
antropológiá
hungarológiá
hidrológiá
dendrológiá
szerológiá
karakterológiá
asszirológiá
meteorológiá
biometeorológiá
agrometeorológiá
orvosmeteorológiá
asztrológiá
urológiá
neurológiá
futurológiá
hematológiá
klimatológiá
sztomatológiá
dermatológiá
traumatológiá
patológiá
szexuálpatológiá
citatológiá
citológiá
politológiá
mitológiá
ornitológiá
parazitológiá
dialektológiá
antológiá
szcientológiá
ontológiá
paleontológiá
gerontológiá
otológiá
ortológiá
tautológiá
szexológiá
letargiá
allergiá
energiá
segédenergiá
magenergiá
hulladékenergiá
szélenergiá
atomenergiá
fényenergiá
hőenergiá
napenergiá
orgiá
színorgiá
metallurgiá
dramaturgiá
liturgiá
oligarchiá
fináncoligarchiá
anarchiá
monarchiá
hierarchiá
parókiá
autarkiá
daliá
dáliá
medáliá
fekáliá
anomáliá
bacchanáliá
lappáliá
patáliá
bibliá
lobéliá
kaméliá
broméliá
butéliá
filiá
vigíliá
famíliá
homíliá
vaníliá
kertivaníliá
zseníliá
moníliá
textíliá
embóliá
légembóliá
agyembóliá
zsírembóliá
fóliá
alumíniumfóliá
zsugorfóliá
alufóliá
melankóliá
magnóliá
diszkalkuliá
haramiá
bigámiá
poligámiá
endogámiá
exogámiá
szélhámiá
kerámiá
fémkerámiá
fésűskerámiá
akadémiá
zeneakadémiá
jogakadémiá
színiakadémiá
epidémiá
blaszfémiá
kémiá
kolloidkémiá
magkémiá
geokémiá
sztereokémiá
biokémiá
termokémiá
agrokémiá
petrokémiá
elektrokémiá
fotokémiá
leukémiá
polémiá
sajtópolémiá
anémiá
urémiá
poliszémiá
bulimiá
alkímiá
szinonímiá
toponímiá
metonímiá
antonímiá
szodómiá
fiziognómiá
antinómiá
ökonómiá
agronómiá
asztronómiá
gasztronómiá
autonómiá
anatómiá
diatermiá
aritmiá
múmiá
plébániá
dékániá
mániá
grafomániá
nimfomániá
frankomániá
megalomániá
anglomániá
monomániá
cezaromániá
piromániá
gigantomániá
kleptomániá
onániá
kompániá
litániá
gardéniá
higiéniá
léniá
szkizofréniá
aszténiá
neuraszténiá
xéniá
glicíniá
szardíniá
virzsíniá
cinniá
peóniá
dodekafóniá
telefóniá
polifóniá
szimfóniá
kakofóniá
homofóniá
eufóniá
agóniá
begóniá
kozmogóniá
glottogóniá
pelargóniá
diakóniá
kolóniá
hegemóniá
világhegemóniá
ceremóniá
ammóniá
harmóniá
filharmóniá
diszharmóniá
depóniá
iróniá
diakróniá
szinkróniá
pentatóniá
hipertóniá
petúniá
paranoiá
piá
terápiá
munkaterápiá
sokkterápiá
balneoterápiá
pszichoterápiá
fizioterápiá
fizikoterápiá
kemoterápiá
hidroterápiá
elektroterápiá
sugárterápiá
lézerterápiá
mozgásterápiá
csoportterápiá
ortoépiá
szépiá
sztereotípiá
dagerrotípiá
fototípiá
autotípiá
olimpiá
paraolimpiá
diákolimpiá
sakkolimpiá
előolimpiá
kópiá
fotokópiá
laringoszkópiá
daktiloszkópiá
filantrópiá
entrópiá
allotrópiá
utópiá
hárpiá
bagariá
variá
áriá
angáriá
maláriá
kancelláriá
páriá
koloratúráriá
kálváriá
hipochondriá
pizzeriá
libériá
lambériá
bolondériá
prüdériá
perifériá
drogériá
szanszeviériá
galériá
gavallériá
artillériá
sikanériá
rafinériá
masinériá
drapériá
szériá
nullszériá
karosszériá
matériá
diftériá
pedantériá
pikantériá
galantériá
dizentériá
artériá
hisztériá
tömeghisztériá
statisztériá
lottériá
bizsutériá
mizériá
menazsériá
empíriá
teóriá
kanafóriá
eufóriá
filagóriá
fantazmagóriá
allegóriá
kategóriá
bérkategóriá
cikóriá
kalóriá
kilokalóriá
glóriá
memóriá
arcmemóriá
névmemóriá
teketóriá
históriá
széphistóriá
pszichiátriá
foniátriá
geriátriá
pátriá
planimetriá
kalorimetriá
szimmetriá
aszimmetriá
geometriá
térgeometriá
sztereometriá
trigonometriá
dioptriá
nutriá
fúriá
kúriá
sziá
fuksziá
vízifuksziá
epilepsziá
kvassziá
kresztomátiá
apátiá
telepátiá
antipátiá
empátiá
szimpátiá
homeopátiá
kiromantiá
bestiá
dinasztiá
amnesztiá
travesztiá
endíviá
relikviá
diszlexiá
ortodoxiá
afáziá
eutanáziá
burzsoáziá
idioszinkráziá
fantáziá
geodéziá
magnéziá
amnéziá
fréziá
anesztéziá
kinesztéziá
szinesztéziá
hortenziá
ambróziá
intarziá
gerúziá
razziá
bagázsiá
eklézsiá
elemózsiá
já
ihajá
tyuhajá
jajá
hjajá
kajá
majá
csájá
reájá
cigájá
alászolgájá
sárgájá
tojássárgájá
alájá
mindnyájá
rájá
pirájá
visszájá
faluszájá
hozzájá
héjá
rétihéjá
galambászhéjá
réjá
világcsúfjá
hjá
csicsíjá
híjá
hujjá
aljá
hasaaljá
rostaaljá
láncaljá
legaljá
fészekaljá
tyúkaljá
kotlóaljá
váraljá
sátoraljá
ereszaljá
utoljá
hátuljá
bójá
terelőbójá
szójá
utójá
úrnapjá
kopjá
marjá
tarjá
árjá
földárjá
orjá
pozdorjá
sorjá
lajtorjá
nyitjá
bujá
hujá
hejehujá
allelujá
tujá
baká
kaká
alpaká
szaká
éjszaká
vendégéjszaká
nászéjszaká
nyaratszaká
káká
szürkekáká
virágkáká
csetkáká
kaláká
kloáká
páká
forrasztópáká
darabká
packá
racká
cická
kocká
jégkocká
játékkocká
mozaikkocká
filmkocká
dobókocká
kőkocká
építőkocká
tápkocká
gyepkocká
képkocká
leveskocká
gránátoskocká
spirituszkocká
keramitkocká
gránitkocká
pázsitkocká
rajtkocká
lapocká
bucká
karéjbucká
homokbucká
hóbucká
nagyobbacská
jobbacská
csacská
holdacská
rudacská
fiacská
kacská
nyulacská
macská
zsákbamacská
angóramacská
vadmacská
nagymacská
vakmacská
kölyökmacská
futómacská
papmacská
pormacská
vasmacská
cibetmacská
sztrapacská
lovacská
szarvacská
házacská
fácská
magácská
ruhácská
mamácská
anyácská
csúnyácská
apácská
órácská
butácská
árvácská
vadárvácská
vlecská
szecská
bicská
bugylibicská
bombicská
böllérbicská
csicská
talicská
kubikostalicská
haricská
bricská
fricská
borovicská
darabocská
galambocská
hólyagocská
tüdőhólyagocská
nagyocská
juhocská
locská
selyemmajmocská
lapocská
rocská
párocská
borocská
barátocská
csontocská
hallócsontocská
ócská
fogócská
bújócská
folyócská
hunyócská
aprócská
szócská
kérdőszócská
kecskebucská
falucská
fiúcská
padká
kemencepadká
útpadká
vodká
deká
feká
béká
kecskebéká
levelibéká
kacagóbéká
döngölőbéká
teknősbéká
téká
videotéká
bibliotéká
fonotéká
apotéká
portéká
véká
cafká
nyafká
biká
nádibiká
vízibiká
bölömbiká
emelőbiká
vezérbiká
szarvasbiká
tenyészbiká
ciká
pálciká
hurkapálciká
porciká
bácsiká
ládiká
mediká
heraldiká
periodiká
metodiká
fiká
grafiká
reklámgrafiká
fifiká
pofiká
tragiká
logiká
ángyiká
szakiká
dokiká
respubliká
angyéliká
baziliká
encikliká
cirilliká
hangszimboliká
majoliká
kóliká
repliká
pántliká
dinamiká
termodinamiká
hidrodinamiká
aerodinamiká
elektrodinamiká
keramiká
mimiká
komiká
ritmiká
mechaniká
telemechaniká
finommechaniká
kvantummechaniká
hidromechaniká
aeromechaniká
botaniká
geobotaniká
techniká
nyomdatechniká
irodatechniká
színpadtechniká
beszédtechniká
haditechniká
politechniká
játéktechniká
vákuumtechniká
videotechniká
pszichotechniká
aerotechniká
agrotechniká
pirotechniká
elektrotechniká
rádiótechniká
sajtótechniká
híradástechniká
csomagolástechniká
világítástechniká
számítástechniká
irányítástechniká
méréstechniká
vezetéstechniká
verstechniká
kliniká
babakliniká
polikliniká
gyermekkliniká
belkliniká
magánkliniká
harmoniká
